AGENCY,STATION NAME,TYPE OF CHARGER,NO. OF PLUGS,ADDRESS,CITY,POSTCODE,BOROUGH,PUBLIC CHARGER?,FEE FOR CITY DRIVERS,LATITUDE,LONGITUDE,COMMUNITY DISTRICT,COUNCIL DISTRICT,CENSUS TRACT 2020,BIN,BBL,NEIGHBORHOOD TABULATION AREA (NTA) (2020)
HRA,NYC FLEET / HRA_11THAVE-5,Level 2 Charger,2,260 11th Ave,New York,10001,Manhattan,,,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
HRA,NYC FLEET / HRA_11THAVE-6,Level 2 Charger,2,260 11th Ave,New York,10001,Manhattan,,,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
HRA,NYC FLEET / HRA_11THAVE-7,Level 2 Charger,2,260 11th Ave,New York,10001,Manhattan,,,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
HRA,NYC FLEET / HRA_11THAVE-8,Level 2 Charger,2,260 11th Ave,New York,10001,Manhattan,,,40.75131,-74.005233,104,3,9902,1012389,1006980001,MN0401
HRA,NYC FLEET / HRA_BSHWCK_1_L3,Level 3 Fast Charger,1,95 Evergreen Avenue,Brooklyn,11206,Brooklyn,,,40.699927,-73.932531,304,34,425,3071940,3031560001,BK0401
HRA,NYC FLEET / HRA_BSHWCK_2_L3,Level 3 Fast Charger,1,95 Evergreen Avenue,Brooklyn,11206,Brooklyn,,,40.699927,-73.932531,304,34,425,3071940,3031560001,BK0401
NYCHA,NYC FLEET / NYCHA 23ASH1A B,Level 2 Charger,2,23 Ash St,Greenpoint,11222,Brooklyn,,,40.738096,-73.954533,301,33,57901,3063679,3024770060,BK0101
NYCHA,NYC FLEET / NYCHA 23ASH2A B,Level 2 Charger,2,23 Ash St,Greenpoint,11222,Brooklyn,,,40.738096,-73.954533,301,33,57901,3063679,3024770060,BK0101
NYCHA,NYC FLEET / NYCHA 23ASH3A B,Level 2 Charger,2,23 Ash St,Greenpoint,11222,Brooklyn,,,40.738096,-73.954533,301,33,57901,3063679,3024770060,BK0101
NYCHA,NYC FLEET / NYCHA_CYPRHL-S1,EV Solar Arc Charger,1,1260 Sutter Ave,Brooklyn,11208,Brooklyn,,,40.672807,-73.871627,305,42,1210,3337020,3042920061,BK0505
NYCHA,NYC FLEET / NYCHA_LEX-S1,EV Solar Arc Charger,1,67 35th St,Brooklyn,11232,Brooklyn,,,40.656695,-74.006815,307,38,1802,3336900,3006870001,BK0702
NYCHA,NYC FLEET / NYCHA_LIC1A-B,Level 2 Charger,2,37 49Th Ave,Long Island City,11101,Queens,,,,,,,,,,
NYCHA,NYC FLEET / NYCHA_LIC2A-B,Level 2 Charger,2,36 49Th Ave,Long Island City,11101,Queens,,,,,,,,,,
NYCHA,NYC FLEET / NYCHA_MBMO_1,Level 2 Charger,1,1980 Lexington Ave,New York,10035,Manhattan,,,40.801789,-73.939319,111,9,196,1054377,1017690005,MN1102
NYCHA,NYC FLEET / NYCHA_QSIPRMG_1,Level 2 Charger,1,90-20 170Th St,Jamaica,11432,Queens,,,40.708578,-73.790579,412,27,460,4209721,4098020041,QN1201
NYCHA,NYC FLEET / NYCHA_RAVENS-S1,EV Solar Arc Charger,1,35-35 21st St,Queens,11106,Queens,,,40.760888,-73.935819,401,26,47,4430706,4003350002,QN0105
NYCHA,NYC FLEET / NYCHA_SOTOMY-S1,EV Solar Arc Charger,1,1741 Bruckner Blvd,The Bronx,10472,Bronx,,,40.825243,-73.867481,209,18,44,,,BX0901
NYCHA,NYC FLEET / NYCHAALSMITH_S1,EV Solar Arc Charger,1,3 St. James Pl,New York,10038,Manhattan,,,40.71108,-74.000397,103,1,25,1077416,1001110100,MN0301
NYCHA,NYC FLEET / NYCHAALSMITH02,Level 2 Charger,2,3 St. James Pl,New York,10038,Manhattan,,,40.71108,-74.000397,103,1,25,1077416,1001110100,MN0301
NYPD,NYC FLEET / NYPD_102PCT-1,Level 2 Charger,1,87-34 118th St,Queens,11418,Queens,,,40.699311,-73.83157,409,29,122,4195880,4093270021,QN0902
NYPD,NYC FLEET / NYPD_102PCT-2,Level 2 Charger,1,87-34 118th St,Queens,11418,Queens,,,40.699311,-73.83157,409,29,122,4195880,4093270021,QN0902
NYPD,NYC FLEET / NYPD_106PCT-1,Level 2 Charger,1,103-53 101st St,Queens,11417,Queens,,,40.682344,-73.840046,410,29,112,4201325,4095050061,QN0904
NYPD,NYC FLEET / NYPD_107PCT-1,Level 2 Charger,1,71-01 Parsons Blvd,Queens,11365,Queens,,,40.7301,-73.810908,408,24,122704,4445325,4067970040,QN0802
NYPD,NYC FLEET / NYPD_112PCT-1,Level 2 Charger,1,68-40 Austin St,Forest Hills,11375,Queens,,,40.722429,-73.850982,406,29,711,4077446,4032340022,QN0602
NYPD,NYC FLEET / NYPD_113PCT-1,Level 2 Charger,1,167-02 Baisley Blvd,Jamaica,11434,Queens,,,40.679975999999996,-73.776214,412,28,33403,4270044,4124950045,QN1204
NYPD,NYC FLEET / NYPD_114P_1_L3,Level 3 Fast Charger,1,3416 Astoria Blvd,Long Island City,11103,Queens,,,40.769581,-73.915593,401,22,6501,4009361,4006320030,QN0103
NYPD,NYC FLEET / NYPD_115P_1_L3,Level 3 Fast Charger,1,92-01 Northern Blvd,Flushing,11372,Queens,,,40.75656,-73.87593,403,21,351,4034862,4014220034,QN0301
NYPD,NYC FLEET / NYPD_121PCT#1,Level 2 Charger,1,970 Richmond Ave,Staten Island,10314,Staten Island,,,40.623595,-74.149133,501,49,30302,5165197,5017040001,SI0107
NYPD,NYC FLEET / NYPD_121PCT#2,Level 2 Charger,1,970 Richmond Ave,Staten Island,10314,Staten Island,,,40.623595,-74.149133,501,49,30302,5165197,5017040001,SI0107
NYPD,NYC FLEET / NYPD_121PCT#3,Level 2 Charger,1,970 Sanders St,Staten Island,10314,Staten Island,,,,,,,,,,
NYPD,NYC FLEET / NYPD_121PCT#4,Level 2 Charger,1,970 Richmond Ave,Staten Island,10314,Staten Island,,,40.623595,-74.149133,501,49,30302,5165197,5017040001,SI0107
NYPD,NYC FLEET / NYPD_121PCT#5,Level 2 Charger,1,970 Richmond Ave,Staten Island,10314,Staten Island,,,40.623595,-74.149133,501,49,30302,5165197,5017040001,SI0107
NYPD,NYC FLEET / NYPD_121PCT#6,Level 2 Charger,1,970 Richmond Ave,Staten Island,10314,Staten Island,,,40.623595,-74.149133,501,49,30302,5165197,5017040001,SI0107
NYPD,NYC FLEET / NYPD_123PCT-#1,Level 2 Charger,1,116 Main St,Staten Island,10307,Staten Island,,,40.512,-74.249725,503,51,248,5088926,5080280056,SI0305
NYPD,NYC FLEET / NYPD_17PCT-1,Level 2 Charger,1,167 E 51st St,New York,10022,Manhattan,,,40.756812,-73.971142,106,4,100,1036462,1013060033,MN0604
NYPD,NYC FLEET / NYPD_17PCT-2,Level 2 Charger,1,844 3rd Ave,New York,10022,Manhattan,,,40.756738,-73.970117,106,4,100,1036462,1013060033,MN0604
NYPD,NYC FLEET / NYPD_19PCT_1_L3,Level 3 Fast Charger,1,157 E 67th St,New York,10065,Manhattan,,,40.76696,-73.963856,108,4,120,1072190,1014020029,MN0802
NYPD,NYC FLEET / NYPD_25PCT-2,Level 2 Charger,1,120 E 119th St,New York,10035,Manhattan,,,40.800892,-73.941025,111,9,182,1054360,1017670062,MN1102
NYPD,NYC FLEET / NYPD_30PCT-1,Level 2 Charger,1,451 W 151st St,New York,10031,Manhattan,,,40.828615,-73.943847,109,7,23501,1081826,1020660009,MN0903
NYPD,NYC FLEET / NYPD_30PCT-2,Level 2 Charger,1,451 W 151st St,New York,10031,Manhattan,,,40.828615,-73.943847,109,7,23501,1081826,1020660009,MN0903
NYPD,NYC FLEET / NYPD_32PCT#2,Level 2 Charger,1,242 W 135th St,New York,10030,Manhattan,,,40.815834,-73.944978,110,9,228,1075467,1019400048,MN1002
NYPD,NYC FLEET / NYPD_32PCT-1,Level 2 Charger,1,250 W 135th St,New York,10030,Manhattan,,,40.815908,-73.945151,110,9,228,1075467,1019400048,MN1002
NYPD,NYC FLEET / NYPD_33PCT-1,Level 2 Charger,1,2207 Amsterdam Ave,New York,10032,Manhattan,,,40.840712,-73.93564,112,10,249,1086200,1021120010,MN1201
NYPD,NYC FLEET / NYPD_33PCT-2,Level 2 Charger,1,2207 Amsterdam Ave,New York,10032,Manhattan,,,40.840712,-73.93564,112,10,249,1086200,1021120010,MN1201
NYPD,NYC FLEET / NYPD_34PCT-1,Level 2 Charger,1,4295 Broadway,New York,10033,Manhattan,,,40.85126,-73.935186,112,10,271,1064415,1021800108,MN1202
NYPD,NYC FLEET / NYPD_34PCT-2,Level 2 Charger,1,4295 Broadway,New York,10033,Manhattan,,,40.85126,-73.935186,112,10,271,1064415,1021800108,MN1202
NYPD,NYC FLEET / NYPD_40PCT,Level 2 Charger,1,257 Alexander Ave,The Bronx,10454,Bronx,,,40.810347,-73.924941,201,8,39,2000700,2023140030,BX0101
NYPD,NYC FLEET / NYPD_41PCT-1,Level 2 Charger,1,1035 Longwood Ave,The Bronx,10459,Bronx,,,40.816198,-73.896,202,17,89,2090437,2027320001,BX0201
NYPD,NYC FLEET / NYPD_41PCT-2,Level 2 Charger,1,1035 Longwood Ave,The Bronx,10459,Bronx,,,40.816198,-73.896,202,17,89,2090437,2027320001,BX0201
NYPD,NYC FLEET / NYPD_62PCT-1,Level 2 Charger,1,1925 Bath Ave,Brooklyn,11214,Brooklyn,,,40.602329,-74.00318,311,38,282,3167815,3064060045,BK1102
NYPD,NYC FLEET / NYPD_66PCT-1,Level 2 Charger,1,5822 16th Ave,Brooklyn,11204,Brooklyn,,,40.625843,-73.990929,312,44,242,3131362,3055020043,BK1202
NYPD,NYC FLEET / NYPD_67PCT-1,Level 2 Charger,1,2900 Snyder Ave,Brooklyn,11226,Brooklyn,,,40.648867,-73.950471,317,40,824,3117400,3051110024,BK1701
NYPD,NYC FLEET / NYPD_68PCT-1,Level 2 Charger,1,333 65th St,Brooklyn,11220,Brooklyn,,,40.638827,-74.022721,310,47,70,3144156,3058170055,BK1001
NYPD,NYC FLEET / NYPD_68PCT-2,Level 2 Charger,1,333 65th St,Brooklyn,11220,Brooklyn,,,40.638827,-74.022721,310,47,70,3144156,3058170055,BK1001
NYPD,NYC FLEET / NYPD_69PCT-1,Level 2 Charger,1,9720 Foster Ave,Brooklyn,11236,Brooklyn,,,40.648606,-73.905256,318,42,1098,3229075,3081470026,BK0503
NYPD,NYC FLEET / NYPD_69PCT-2,Level 2 Charger,1,9720 Foster Ave,Brooklyn,11236,Brooklyn,,,40.648606,-73.905256,318,42,1098,3229075,3081470026,BK0503
NYPD,NYC FLEET / NYPD_71PCT_1_L3,Level 3 Fast Charger,1,421 Empire Boulevard,Brooklyn,11225,Brooklyn,,,40.664113,-73.947763,309,35,331,3034563,3013100001,BK0901
NYPD,NYC FLEET / NYPD_71PCT_2_L3,Level 3 Fast Charger,1,421 Empire Boulevard,Brooklyn,11225,Brooklyn,,,40.664113,-73.947763,309,35,331,3034563,3013100001,BK0901
NYPD,NYC FLEET / NYPD_71PCT-1,Level 2 Charger,1,421 Empire Blvd,Brooklyn,11225,Brooklyn,,,40.664113,-73.947763,309,35,331,3034563,3013100001,BK0901
NYPD,NYC FLEET / NYPD_71PCT-2,Level 2 Charger,1,421 Empire Blvd,Brooklyn,11225,Brooklyn,,,40.664113,-73.947763,309,35,331,3034563,3013100001,BK0901
NYPD,NYC FLEET / NYPD_72PCT_1_L3,Level 3 Fast Charger,1,830 4 Ave,Sunset Park,11232,Brooklyn,,,40.65815,-74.00044,307,38,101,3009843,3006680029,BK0702
NYPD,NYC FLEET / NYPD_72PCT_2_L3,Level 3 Fast Charger,1,830 4 Ave,Sunset Park,11232,Brooklyn,,,40.65815,-74.00044,307,38,101,3009843,3006680029,BK0702
NYPD,NYC FLEET / NYPD_73PCT_1_L3,Level 3 Fast Charger,1,1470 East New York Avenue,Brooklyn,11370,Brooklyn,,,,,,,,,,
NYPD,NYC FLEET / NYPD_73PCT_2_L3,Level 3 Fast Charger,1,1470 East New York Avenue,Brooklyn,11370,Brooklyn,,,,,,,,,,
NYPD,NYC FLEET / NYPD_73PCT_3_L3,Level 3 Fast Charger,1,1470 East New York Avenue,Brooklyn,11212,Brooklyn,,,40.671122,-73.913501,316,41,924,3080735,3034970002,BK1602
NYPD,NYC FLEET / NYPD_73PCT_4_L3,Level 3 Fast Charger,1,1470 East New York Avenue,Brooklyn,11212,Brooklyn,,,40.671122,-73.913501,316,41,924,3080735,3034970002,BK1602
NYPD,NYC FLEET / NYPD_75PCT-1,Level 2 Charger,1,1000 Sutter Ave,Brooklyn,11208,Brooklyn,,,,,,,,,,
NYPD,NYC FLEET / NYPD_7PCT_1_L3,Level 3 Fast Charger,1,25 Pitt St,New York,10002,Manhattan,,,40.716401,-73.983493,103,1,12,1004078,1003420060,MN0302
NYPD,NYC FLEET / NYPD_81PCT-1,Level 2 Charger,1,30 Ralph Ave,Brooklyn,11221,Brooklyn,,,40.689456,-73.924024,303,41,387,3044596,3016330039,BK0302
NYPD,NYC FLEET / NYPD_81PCT-2,Level 2 Charger,1,30 Ralph Ave,Brooklyn,11221,Brooklyn,,,40.689456,-73.924024,303,41,387,3044596,3016330039,BK0302
NYPD,NYC FLEET / NYPD_83PCT-1,Level 2 Charger,1,480 Knickerbocker Ave,Brooklyn,11237,Brooklyn,,,40.698466,-73.917768,304,37,433,3326387,3033070022,BK0402
NYPD,NYC FLEET / NYPD_90PCT-1,Level 2 Charger,1,487 Broadway,Brooklyn,11211,Brooklyn,,,40.7063,-73.951781,301,34,527,3063633,3024650100,BK0102
NYPD,NYC FLEET / NYPD_94PCT-1,Level 2 Charger,1,9096 Meserole Ave,Brooklyn,11222,Brooklyn,,,,,,,,,,
NYPD,NYC FLEET / NYPD_ABBOTST-1,Level 2 Charger,1,500 Abbot Street,The Bronx,10470,Bronx,,,40.908297,-73.853698,212,11,414,2071627,2051010012,BX1203
NYPD,NYC FLEET / NYPD_ABBOTST-2,Level 2 Charger,1,500 Abbot Street,The Bronx,10470,Bronx,,,40.908297,-73.853698,212,11,414,2071627,2051010012,BX1203
NYPD,NYC FLEET / NYPD_ABBOTST-3,Level 2 Charger,1,500 Abbot Street,The Bronx,10470,Bronx,,,40.908297,-73.853698,212,11,414,2071627,2051010012,BX1203
NYPD,NYC FLEET / NYPD_ARCHERGN-1,Level 2 Charger,1,92-33 168th St,Queens,11433,Queens,,,40.705661,-73.79211,412,27,444,4617186,4102097501,QN1201
NYPD,NYC FLEET / NYPD_ARCHERGN-2,Level 2 Charger,1,92-33 168th St,Queens,11433,Queens,,,40.705661,-73.79211,412,27,444,4617186,4102097501,QN1201
NYPD,NYC FLEET / NYPD_BMS_1_L3,Level 3 Fast Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_BMS_2_L3,Level 3 Fast Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_BMS-1,Level 2 Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_BMS-2,Level 2 Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_BMS-3,Level 2 Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_BMS-4,Level 2 Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_BMS-5,Level 2 Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_BMS-6,Level 2 Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_BMS-7,Level 2 Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_BMS-8,Level 2 Charger,1,59-06 Laurel Hill Blvd,Queens,11377,Queens,,,40.736834,-73.906426,402,26,243,4054168,4023440030,QN0203
NYPD,NYC FLEET / NYPD_CADET_1_L3,Level 3 Fast Charger,1,235 E 20Th St,New York,10003,Manhattan,,,40.736468,-73.983311,106,2,64,1019613,1009010006,MN0602
NYPD,NYC FLEET / NYPD_CADET_2_L3,Level 3 Fast Charger,1,235 E 20Th St,New York,10003,Manhattan,,,40.736468,-73.983311,106,2,64,1019613,1009010006,MN0602
NYPD,NYC FLEET / NYPD_COLLPTTOW1,Level 2 Charger,1,31-40 College Point Blvd,Flushing,11354,Queens,,,40.76822,-73.840605,407,19,907,4596067,4043840010,QN0701
NYPD,NYC FLEET / NYPD_COLLPTTOW2,Level 2 Charger,1,31-22 College Point Blvd,Flushing,11354,Queens,,,40.768682,-73.841095,407,19,907,4605716,4043820001,QN0701
NYPD,NYC FLEET / NYPD_COLLPTTOW3,Level 2 Charger,1,31-22 College Point Blvd,Flushing,11354,Queens,,,40.768682,-73.841095,407,19,907,4605716,4043820001,QN0701
NYPD,NYC FLEET / NYPD_COLLPTTOW4,Level 2 Charger,1,31-22 College Point Blvd,Flushing,11354,Queens,,,40.768682,-73.841095,407,19,907,4605716,4043820001,QN0701
NYPD,NYC FLEET / NYPD_CPRKP_1_L3,Level 3 Fast Charger,1,W 86 St/Traverse Rd,New York,10024,Manhattan,,,,,,,,,,
NYPD,NYC FLEET / NYPD_CRS_1_L3,Level 3 Fast Charger,1,53-15 58Th St,Flushing,11377,Queens,,,40.733733,-73.91054,402,26,243,4054276,4023610150,QN0203
NYPD,NYC FLEET / NYPD_CRS_2_L3,Level 3 Fast Charger,1,53-15 58Th St,Flushing,11377,Queens,,,40.733733,-73.91054,402,26,243,4054276,4023610150,QN0203
NYPD,NYC FLEET / NYPD_FBF-S1,EV Solar Arc Charger,1,3260 Flatbush Ave,Brooklyn,11234,Brooklyn,,,40.588627,-73.899217,356,46,666,3397749,3085900700,BK1891
NYPD,NYC FLEET / NYPD_FBF-S2,EV Solar Arc Charger,1,3260 Flatbush Ave,Brooklyn,11234,Brooklyn,,,40.588627,-73.899217,356,46,666,3397749,3085900700,BK1891
NYPD,NYC FLEET / NYPD_FRNSC_1_L3,Level 3 Fast Charger,1,150-14 Jamaica Avenue,Queens,11432,Queens,,,40.702193,-73.804192,412,27,240,4215603,4100920006,QN1201
NYPD,NYC FLEET / NYPD_FRNSC_2_L3,Level 3 Fast Charger,1,150-14 Jamaica Avenue,Queens,11432,Queens,,,40.702193,-73.804192,412,27,240,4215603,4100920006,QN1201
NYPD,NYC FLEET / NYPD_HIGHWAY2-1,Level 2 Charger,1,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,,,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
NYPD,NYC FLEET / NYPD_HIGHWAY2-2,Level 2 Charger,1,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,,,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
NYPD,NYC FLEET / NYPD_HIGHWAY2-3,Level 2 Charger,2,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,,,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
NYPD,NYC FLEET / NYPD_MIDNORTH-1,Level 2 Charger,1,306 W 54th St,New York,10019,Manhattan,,,40.765016,-73.984835,104,3,133,1082822,1010440038,MN0402
NYPD,NYC FLEET / NYPD_MIDNORTH-2,Level 2 Charger,1,306 W 54th St,New York,10019,Manhattan,,,40.765016,-73.984835,104,3,133,1082822,1010440038,MN0402
NYPD,NYC FLEET / NYPD_MIDSOUTH1,Level 2 Charger,1,357 W 35th St,New York,10001,Manhattan,,,40.753599,-73.994712,104,3,111,1013564,1007590008,MN0401
NYPD,NYC FLEET / NYPD_MIDSOUTH2,Level 2 Charger,1,357 W 35th St,New York,10001,Manhattan,,,40.753599,-73.994712,104,3,111,1013564,1007590008,MN0401
NYPD,NYC FLEET / NYPD_PCT109,Level 2 Charger,2,37-05 Union St,Queens,11354,Queens,,,40.762286,-73.827436,407,20,865,4113348,4050110006,QN0707
NYPD,NYC FLEET / NYPD_PCT45_1,Level 2 Charger,1,2877 Barkley Ave,New York,10465,Bronx,,,40.830714,-73.827125,210,13,166,2097742,2055310040,BX1002
NYPD,NYC FLEET / NYPD_PCT47_1,Level 2 Charger,1,4111 Laconia Ave,New York,10466,Bronx,,,40.887306,-73.84727,212,12,424,2065163,2048760001,BX1203
NYPD,NYC FLEET / NYPD_PCT47_2,Level 2 Charger,1,4111 Laconia Ave,New York,10466,Bronx,,,40.887306,-73.84727,212,12,424,2065163,2048760001,BX1203
NYPD,NYC FLEET / NYPD_PCT47_3,Level 2 Charger,1,4111 Laconia Ave,New York,10466,Bronx,,,40.887306,-73.84727,212,12,424,2065163,2048760001,BX1203
NYPD,NYC FLEET / NYPD_PCT47_4,Level 2 Charger,1,4111 Laconia Ave,The Bronx,10466,Bronx,,,40.887306,-73.84727,212,12,424,2065163,2048760001,BX1203
NYPD,NYC FLEET / NYPD_PCT47_5,Level 2 Charger,1,4111 Laconia Ave,The Bronx,10466,Bronx,,,40.887306,-73.84727,212,12,424,2065163,2048760001,BX1203
NYPD,NYC FLEET / NYPD_PCT47_6,Level 2 Charger,1,4111 Laconia Ave,The Bronx,10466,Bronx,,,40.887306,-73.84727,212,12,424,2065163,2048760001,BX1203
NYPD,NYC FLEET / NYPD_PSA1_1_L3,Level 3 Fast Charger,1,2860 W 23Rd St,Coney Island,11224,Brooklyn,,,40.576884,-73.990241,313,47,326,3397616,3070150040,BK1302
NYPD,NYC FLEET / NYPD_PSA3_1_L3,Level 3 Fast Charger,1,25 Central Ave,Bushwick,11206,Brooklyn,,,40.70226,-73.932478,304,34,425,3392857,3031480001,BK0401
NYPD,NYC FLEET / NYPD_PSA3_2_L3,Level 3 Fast Charger,1,25 Central Ave,Bushwick,11206,Brooklyn,,,40.70226,-73.932478,304,34,425,3392857,3031480001,BK0401
NYPD,NYC FLEET / NYPD_PSA4-1,Level 2 Charger,1,130 Loisaida Ave,New York,10009,Manhattan,,,40.724887,-73.978259,103,2,2602,1075834,1003780001,MN0303
NYPD,NYC FLEET / NYPD_PSA4-2,Level 2 Charger,1,130 Loisaida Ave,New York,10009,Manhattan,,,40.724887,-73.978259,103,2,2602,1075834,1003780001,MN0303
NYPD,NYC FLEET / NYPD_PSA4-3,Level 2 Charger,1,136 Loisaida Ave,New York,10009,Manhattan,,,40.725041,-73.978148,103,2,2602,1084875,1003780004,MN0303
NYPD,NYC FLEET / NYPD_PSA4-4,Level 2 Charger,1,130 Loisaida Ave,New York,10009,Manhattan,,,40.724887,-73.978259,103,2,2602,1075834,1003780001,MN0303
NYPD,NYC FLEET / NYPD_PSA4-5,Level 2 Charger,1,126 Loisaida Ave,New York,10009,Manhattan,,,40.724783,-73.978335,103,2,2602,1075834,1003780001,MN0303
NYPD,NYC FLEET / NYPD_PSA4-6,Level 2 Charger,1,126 Loisaida Ave,New York,10009,Manhattan,,,40.724783,-73.978335,103,2,2602,1075834,1003780001,MN0303
NYPD,NYC FLEET / NYPD_PSA5-1,Level 2 Charger,1,221 E 123rd St,New York,10035,Manhattan,,,40.802127,-73.936108,111,8,194,1087233,1017880009,MN1102
NYPD,NYC FLEET / NYPD_PSA5-2,Level 2 Charger,1,221 E 123rd St,New York,10035,Manhattan,,,40.802127,-73.936108,111,8,194,1087233,1017880009,MN1102
NYPD,NYC FLEET / NYPD_PSA7-1,Level 2 Charger,1,737 Melrose Ave,The Bronx,10451,Bronx,,,40.820729,-73.915665,201,17,69,2101214,2024020017,BX0102
NYPD,NYC FLEET / NYPD_PSA7-2,Level 2 Charger,1,737 Melrose Ave,The Bronx,10451,Bronx,,,40.820729,-73.915665,201,17,69,2101214,2024020017,BX0102
NYPD,NYC FLEET / NYPD_RDMNK_1_L3,Level 3 Fast Charger,1,Rodmans Neck,Bronx,10464,Bronx,,,40.855351,-73.801579,228,13,504,2000000,2056500001,BX2891
NYPD,NYC FLEET / NYPD_RDMNK_2_L3,Level 3 Fast Charger,1,Rodmans Neck,Bronx,10464,Bronx,,,40.855351,-73.801579,228,13,504,2000000,2056500001,BX2891
NYPD,NYC FLEET / NYPD_SPRGFLD-1,Level 2 Charger,1,174-20 N Boundary Rd,Queens,11430,Queens,,,40.657122,-73.771566,413,31,716,4607238,4142600001,QN8381
NYPD,NYC FLEET / NYPD_SPRGFLD-2,Level 2 Charger,1,174-20 N Boundary Rd,Queens,11430,Queens,,,40.657122,-73.771566,413,31,716,4607238,4142600001,QN8381
NYPD,NYC FLEET / NYPD_SPRGFLD-3,Level 2 Charger,1,174-20 N Boundary Rd,Queens,11430,Queens,,,40.657122,-73.771566,413,31,716,4607238,4142600001,QN8381
NYPD,NYC FLEET / NYPD_SPRGFLD-4,Level 2 Charger,1,174-20 N Boundary Rd,Queens,11430,Queens,,,40.657122,-73.771566,413,31,716,4607238,4142600001,QN8381
NYPD,NYC FLEET / NYPD_SPRGFLD-5,Level 2 Charger,1,174-20 N Boundary Rd,Queens,11430,Queens,,,40.657122,-73.771566,413,31,716,4607238,4142600001,QN8381
NYPD,NYC FLEET / NYPD_SPRGFLD-6,Level 2 Charger,1,174-20 N Boundary Rd,Queens,11430,Queens,,,40.657122,-73.771566,413,31,716,4607238,4142600001,QN8381
NYPD,NYC FLEET / NYPD_SRG_1_L3,Level 3 Fast Charger,1,521 W 57th St,New York,10019,Manhattan,,,40.76948,-73.989397,104,6,13502,1027074,1010867501,MN0402
NYPD,NYC FLEET / NYPD_SRG2,Level 2 Charger,1,1278 Sedgwick Ave,The Bronx,10452,Bronx,,,40.840261,-73.928514,204,16,201,2003522,2025300021,BX0402
NYPD,NYC FLEET / NYPD_TD12_1_L3,Level 3 Fast Charger,1,460 Morris Park Avenue,The Bronx,10460,Bronx,,,40.841527,-73.87232,211,13,240,2119365,2040150001,BX1101
NYPD,NYC FLEET / NYPD_TD12_2_L3,Level 3 Fast Charger,1,460 Morris Park Avenue,The Bronx,10460,Bronx,,,40.841527,-73.87232,211,13,240,2119365,2040150001,BX1101
NYPD,NYC FLEET / NYPD_TD12-1,Level 2 Charger,1,480 Morris Park Ave,The Bronx,10460,Bronx,,,,,,,,,,
NYPD,NYC FLEET / NYPD_TD12-2,Level 2 Charger,1,480 Morris Park Ave,The Bronx,10460,Bronx,,,,,,,,,,
NYPD,NYC FLEET / NYPD105PCT-2,Level 2 Charger,2,92-08 222Nd St,Queens Village,11428,Queens,,,40.726329,-73.734788,413,23,560,4230132,4107370001,QN1303
NYPD,NYC FLEET / NYPD107PCT_1_L3,Level 3 Fast Charger,1,71-01 Parsons Boulevard,Queens,11365,Staten Island,,,40.7301,-73.810908,408,24,122704,4445325,4067970040,QN0802
NYPD,NYC FLEET / NYPD111PCT-1,Level 2 Charger,2,1964 Northern Blvd,Bayside,11361,Queens,,,,,,,,,,
NYPD,NYC FLEET / NYPD122PCT-1,Level 2 Charger,2,2320 Hylan Blvd,New Dorp,10306,Staten Island,,,40.5743,-74.105888,502,50,11203,5107580,5039060001,SI0202
